id,text,category,intent_hint,created_at
CS-01956,I want to cancel my subscription before renewal thanks.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-01957,Is service available at my address in Canberra? thanks.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-01958,My OTP isn't working and I can't sign in after the latest update.,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-01959,How do I change my plan without extra charges? today.,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-01960,High latency during video calls since yesterday for my account.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-01961,The app crashes when I try to open settings after the latest update.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-01962,Can you provide a credit note for the overcharge? for my account.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-01963,What are your customer support hours? on my laptop and phone.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-01964,Forgot my OTP and need access thanks?,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-01965,How do I change my plan without extra charges? since this morning.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-01966,My invoice is incorrect for this month this week.,Billing,refund,2025-08-26 09:10:26.355576
CS-01967,I want to know about your plans after the latest update.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-01968,How can I change my email address? today.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-01969,which features are included in the standard plan? after the latest update.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-01970,I need to verify my account to sign in asap please.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-01971,My promo code didn't apply at checkout this week.,Billing,promo_code,2025-08-26 09:10:26.355576
CS-01972,My invoice is incorrect for this month asap please.,Billing,update_card,2025-08-26 09:10:26.355576
CS-01973,I'm not receiving the security code today.,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-01974,What are the prices and data limits for each plan? after the latest update.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-01975,Which features are included in the standard plan?,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-01976,What are the contract terms—month‑to‑month or annual? for my account.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-01977,Is service available at my address in Sydney? — any quick fix?,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-01978,Login keeps failing with an 'invalid credentials' message thanks?,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-01979,My username isn't working and I can't sign in for my account.,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-01980,please help me update my registered username asap please?,Account Access,change_email,2025-08-26 09:10:26.355576
CS-01981,How do I update the router firmware? for my account?,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-01982,The app crashes when I try to open settings — please advise.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-01983,I'm not receiving the username code after the latest update.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-01984,How do I update the router firmware? — please advise?,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-01985,do you offer a student discount?,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-01986,Pages won't load—could it be a DNS problem? after the latest update.,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-01987,I need to reactivate my account,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-01988,The app crashes when I try to open settings after the latest update?,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-01989,I got locked out after too many attempts today.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-01990,The app crashes when I try to open settings this week.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-01991,Forgot my phone number and need access for my account.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-01992,I got locked out after too many attempts after the latest update.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-01993,wi‑fi keeps dropping on multiple devices,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-01994,My password isn't working and I can't sign in for my account.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-01995,I need to verify my account to sign in this week.,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-01996,Why does my session keep expiring so fast? — any quick fix?,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-01997,I need to reactivate my account today.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-01998,Certain ports appear to be blocked on my network after the latest update.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-01999,Please issue a refund for the mistaken charge on my laptop and phone.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-02000,I cannot log in to my account since this morning.,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-02001,My promo code didn't apply at checkout for my account.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-02002,Internet is not working in my area thanks.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-02003,Do you support international roaming? — please advise.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-02004,Login keeps failing with an 'invalid credentials' message for my account?,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-02005,How can I change my email address? — please advise.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-02006,What are your customer support hours? — any quick fix?,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-02007,Do you have coverage in Brisbane? on my laptop and phone?,General Inquiry,features,2025-08-26 09:10:26.355576
CS-02008,The app crashes when I try to open settings — please advise.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-02009,Payment failed but the money was deducted today.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-02010,When does my billing cycle start and end?,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-02011,Is there a free trial I can test first? asap please.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-02012,Experiencing packet loss while gaming,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-02013,Experiencing packet loss while gaming for my account.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-02014,How do I reset my phone number? this week.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-02015,What are the contract terms—month‑to‑month or annual? this week.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-02016,High latency during video calls since yesterday on my laptop and phone.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-02017,Is service available at my address in Perth? today.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-02018,The app crashes when I try to open settings — any quick fix?,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-02019,My invoice is incorrect for this month — please advise.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-02020,Wi‑Fi keeps dropping on multiple devices this week.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-02021,My promo code didn't apply at checkout this week.,Billing,promo_code,2025-08-26 09:10:26.355576
CS-02022,What are your customer support hours? — any quick fix?,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-02023,What are the prices and data limits for each plan? after the latest update.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-02024,What are the contract terms—month‑to‑month or annual? — any quick fix?,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-02025,How long does installation usually take? — please advise.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-02026,How do I update the router firmware? thanks.,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-02027,How do I update the router firmware? asap please.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-02028,Can I get a copy of last month's invoice? — any quick fix?,Billing,double_charge,2025-08-26 09:10:26.355576
CS-02029,Certain ports appear to be blocked on my network asap please.,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-02030,Experiencing packet loss while gaming on my laptop and phone.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-02031,Is there a free trial I can test first? for my account.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-02032,Forgot my password and need access this week.,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-02033,Certain ports appear to be blocked on my network since this morning.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-02034,I want to know about your plans asap please.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-02035,What are the prices and data limits for each plan? on my laptop and phone.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-02036,Speed is very slow compared to my plan after the latest update.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-02037,I need to reactivate my account asap please.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-02038,How do I reset my username? — any quick fix?,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-02039,Is there an outage in Adelaide? since this morning.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-02040,which features are included in the standard plan? thanks.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-02041,Do you support international roaming? — please advise.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-02042,Do you support international roaming? asap please?,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-02043,I need to verify my account to sign in on my laptop and phone?,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-02044,How long does installation usually take? this week.,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-02045,How can I change my email address? — any quick fix?,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-02046,Do you support international roaming? since this morning?,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-02047,Wi‑Fi keeps dropping on multiple devices after the latest update.,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-02048,Pages won't load—could it be a DNS problem? after the latest update.,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-02049,Is there a free trial I can test first? after the latest update.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-02050,High latency during video calls since yesterday,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-02051,Which features are included in the standard plan? — please advise.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-02052,I'm getting error code NET-21 on login thanks.,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-02053,Can you provide a credit note for the overcharge? on my laptop and phone.,Billing,refund,2025-08-26 09:10:26.355576
CS-02054,do you support international roaming?,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-02055,Speed is very slow compared to my plan for my account.,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-02056,Please help me update my registered password today.,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-02057,Certain ports appear to be blocked on my network,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-02058,Is there a free trial I can test first? since this morning.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-02059,The app crashes when I try to open settings thanks.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-02060,The app crashes when I try to open settings,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-02061,My 2FA isn't working and I can't sign in after the latest update?,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-02062,Certain ports appear to be blocked on my network thanks.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-02063,I want to deactivate my account — please advise.,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-02064,How do I reset my security? for my account.,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-02065,Internet is not working in my area,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-02066,Wi‑Fi keeps dropping on multiple devices on my laptop and phone.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-02067,When does my billing cycle start and end? for my account.,Billing,update_card,2025-08-26 09:10:26.355576
CS-02068,Do you support international roaming? today?,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-02069,How do I change my plan without extra charges? after the latest update.,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-02070,I want to cancel my subscription before renewal this week.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-02071,How do I update my card details? this week.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-02072,Experiencing packet loss while gaming after the latest update.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-02073,Can I get a copy of last month's invoice? today.,Billing,refund,2025-08-26 09:10:26.355576
CS-02074,How can I change my email address? today.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-02075,I got locked out after too many attempts this week.,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-02076,I'm getting error code NET-21 on login after the latest update.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-02077,I was charged twice for my subscription thanks.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-02078,Login keeps failing with an 'invalid credentials' message on my laptop and phone.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-02079,How can I change my email address? for my account.,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-02080,My invoice is incorrect for this month thanks.,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-02081,I need to verify my account to sign in,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-02082,Forgot my password and need access since this morning.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-02083,I want to know about your plans — any quick fix?,General Inquiry,features,2025-08-26 09:10:26.355576
CS-02084,Which features are included in the standard plan? — please advise?,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-02085,How do business accounts work for teams? today.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-02086,The app crashes when I try to open settings on my laptop and phone.,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-02087,Pages won't load—could it be a DNS problem? — any quick fix?,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-02088,How do business accounts work for teams? today.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-02089,My invoice is incorrect for this month — please advise.,Billing,refund,2025-08-26 09:10:26.355576
CS-02090,what are your customer support hours? for my account.,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-02091,I want to cancel my subscription before renewal,Billing,double_charge,2025-08-26 09:10:26.355576
CS-02092,i want to know about your plans today.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-02093,Is service available at my address in Canberra? after the latest update.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-02094,High latency during video calls since yesterday asap please.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-02095,When does my billing cycle start and end? since this morning.,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-02096,How do business accounts work for teams? asap please.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-02097,i want to deactivate my account — any quick fix?,Account Access,login,2025-08-26 09:10:26.355576
CS-02098,do you support international roaming? for my account.,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-02099,How long does installation usually take? asap please.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-02100,I'm not receiving the security code thanks?,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-02101,when does my billing cycle start and end? this week.,Billing,refund,2025-08-26 09:10:26.355576
CS-02102,Do you have coverage in Canberra? — please advise.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-02103,How do business accounts work for teams? on my laptop and phone.,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-02104,How can I change my email address? — please advise.,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-02105,When does my billing cycle start and end?,Billing,promo_code,2025-08-26 09:10:26.355576
CS-02106,Internet is not working in my area thanks.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-02107,My router keeps disconnecting every few minutes — any quick fix?,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-02108,I want to know about your plans on my laptop and phone.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-02109,when does my billing cycle start and end? since this morning.,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-02110,I got locked out after too many attempts — please advise.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-02111,Login keeps failing with an 'invalid credentials' message,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-02112,How do business accounts work for teams? — any quick fix?,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-02113,Please help me update my registered 2FA on my laptop and phone.,Account Access,login,2025-08-26 09:10:26.355576
CS-02114,Speed is very slow compared to my plan this week.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-02115,I want to know about your plans today.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-02116,Do you support international roaming? today.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-02117,i'm not receiving the phone number code — any quick fix?,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-02118,i'm not receiving the username code — any quick fix?,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-02119,Internet is not working in my area today.,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-02120,My username isn't working and I can't sign in — please advise.,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-02121,Please issue a refund for the mistaken charge thanks.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-02122,Can you provide a credit note for the overcharge? — please advise.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-02123,How long does installation usually take? on my laptop and phone?,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-02124,My invoice is incorrect for this month,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-02125,Payment failed but the money was deducted after the latest update.,Billing,promo_code,2025-08-26 09:10:26.355576
CS-02126,I want to deactivate my account asap please.,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-02127,Speed is very slow compared to my plan thanks.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-02128,Do you have coverage in Hobart? since this morning?,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-02129,I need to verify my account to sign in today?,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-02130,I got locked out after too many attempts asap please.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-02131,High latency during video calls since yesterday on my laptop and phone.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-02132,How long does installation usually take? — please advise.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-02133,Which features are included in the standard plan? on my laptop and phone.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-02134,Can I get a copy of last month's invoice? for my account.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-02135,Pages won't load—could it be a DNS problem?,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-02136,How do business accounts work for teams? thanks.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-02137,Login keeps failing with an 'invalid credentials' message — any quick fix?,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-02138,My promo code didn't apply at checkout thanks?,Billing,overcharged,2025-08-26 09:10:26.355576
CS-02139,experiencing packet loss while gaming asap please.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-02140,My promo code didn't apply at checkout since this morning?,Billing,overcharged,2025-08-26 09:10:26.355576
CS-02141,Please issue a refund for the mistaken charge today?,Billing,credit_note,2025-08-26 09:10:26.355576
CS-02142,My router keeps disconnecting every few minutes on my laptop and phone.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-02143,Please help me update my registered username this week.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-02144,Do you have coverage in Perth? asap please.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-02145,I need to verify my account to sign in after the latest update.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-02146,Please help me update my registered 2FA this week.,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-02147,Do you offer a student discount? for my account.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-02148,What are the prices and data limits for each plan? — please advise.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-02149,How long does installation usually take? — please advise?,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-02150,My router keeps disconnecting every few minutes asap please.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-02151,I need to reactivate my account for my account.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-02152,Why does my session keep expiring so fast? today.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-02153,How do I update my card details? — please advise.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-02154,Pages won't load—could it be a DNS problem? for my account.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-02155,Is there a free trial I can test first? after the latest update.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-02156,How long does installation usually take? — please advise?,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-02157,My password isn't working and I can't sign in,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-02158,I want to cancel my subscription before renewal this week.,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-02159,My username isn't working and I can't sign in thanks.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-02160,I need a tax invoice with ABN for my records thanks.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-02161,Wi‑Fi keeps dropping on multiple devices on my laptop and phone.,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-02162,Can I get a copy of last month's invoice? after the latest update.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-02163,I need to reactivate my account thanks.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-02164,Please help me update my registered password asap please?,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-02165,I got locked out after too many attempts — any quick fix?,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-02166,Login keeps failing with an 'invalid credentials' message — please advise.,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-02167,Certain ports appear to be blocked on my network after the latest update.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-02168,I cannot log in to my account — please advise.,Account Access,login,2025-08-26 09:10:26.355576
CS-02169,I was charged twice for my subscription — please advise?,Billing,refund,2025-08-26 09:10:26.355576
CS-02170,Is service available at my address in Perth? — any quick fix?,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-02171,I want to cancel my subscription before renewal today.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-02172,I want to deactivate my account — any quick fix?,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-02173,I need a tax invoice with ABN for my records — please advise.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-02174,high latency during video calls since yesterday — please advise.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-02175,How do business accounts work for teams? on my laptop and phone.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-02176,My invoice is incorrect for this month thanks.,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-02177,How can I change my email address? — any quick fix?,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-02178,I need a tax invoice with ABN for my records after the latest update.,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-02179,Is there an outage in Brisbane? after the latest update.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-02180,Login keeps failing with an 'invalid credentials' message for my account.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-02181,My promo code didn't apply at checkout since this morning.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-02182,Do you have coverage in Brisbane? thanks?,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-02183,I want to cancel my subscription before renewal — please advise.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-02184,Internet is not working in my area for my account.,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-02185,What are your customer support hours? asap please.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-02186,How do business accounts work for teams?,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-02187,Do you support international roaming? since this morning.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-02188,Can you provide a credit note for the overcharge? — any quick fix?,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-02189,Is there a free trial I can test first? today.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-02190,Experiencing packet loss while gaming asap please.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-02191,The app crashes when I try to open settings since this morning.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-02192,Is service available at my address in Canberra? this week.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-02193,Is there an outage in Hobart? for my account.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-02194,I want to cancel my subscription before renewal today.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-02195,Is there a free trial I can test first? today.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-02196,Payment failed but the money was deducted — any quick fix?,Billing,plan_change,2025-08-26 09:10:26.355576
CS-02197,Do you offer a student discount? after the latest update?,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-02198,How do I change my plan without extra charges? today.,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-02199,please issue a refund for the mistaken charge today.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-02200,Please help me update my registered OTP for my account.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-02201,how do i update the router firmware? thanks.,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-02202,Which features are included in the standard plan? — any quick fix?,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-02203,Internet is not working in my area asap please.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-02204,I cannot log in to my account — any quick fix?,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-02205,I want to know about your plans on my laptop and phone.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-02206,Is there an outage in Adelaide? today?,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-02207,Do you offer a student discount? after the latest update?,General Inquiry,features,2025-08-26 09:10:26.355576
CS-02208,I'm getting error code AUTH-07 on login after the latest update.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-02209,What are your customer support hours? — any quick fix?,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-02210,How can I change my email address? — please advise.,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-02211,Can you provide a credit note for the overcharge? after the latest update.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-02212,Internet is not working in my area thanks.,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-02213,I want to deactivate my account for my account.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-02214,Certain ports appear to be blocked on my network asap please?,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-02215,My promo code didn't apply at checkout after the latest update.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-02216,Do you support international roaming? since this morning.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-02217,How do business accounts work for teams? — any quick fix?,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-02218,Do you support international roaming? asap please.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-02219,Payment failed but the money was deducted after the latest update?,Billing,plan_change,2025-08-26 09:10:26.355576
CS-02220,I'm not receiving the 2FA code this week?,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-02221,Wi‑Fi keeps dropping on multiple devices today.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-02222,Which features are included in the standard plan? this week.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-02223,can i get a copy of last month's invoice? — please advise.,Billing,promo_code,2025-08-26 09:10:26.355576
CS-02224,Forgot my phone number and need access on my laptop and phone.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-02225,I'm getting error code E401 on login after the latest update.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-02226,I want to cancel my subscription before renewal on my laptop and phone.,Billing,refund,2025-08-26 09:10:26.355576
CS-02227,Can I get a copy of last month's invoice? — any quick fix?,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-02228,The app crashes when I try to open settings today.,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-02229,How do business accounts work for teams? since this morning.,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-02230,Speed is very slow compared to my plan thanks.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
